voucher_id,haul,strata,tax,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_species,pre_taxid,gb_coi,bold_coi,gb_16s,blast_coi_id,blast_coi_ap,bold_coi_id,bold_coi_ap,blast_16s_id,blast_16s_ap,rev_tax,final_tax_phylum,final_tax_class,final_tax_order,final_tax_family,final_tax_genus,final_tax,final_taxid,bin,bin_congruence,evidence,accession_coi,accession_16s,bold_process_id
FC-22-168-02,168,9,Stephanasterias albula,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stephanasterias,Stephanasterias albula,279912,1,1,1,Stephanasterias albula ,100,Stephanasterias albula ,100,Stephanasterias albula,100,NA,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Stephanasterias,Stephanasterias albula,279912,BOLD:AAF3251,concordant,multiple,OZ240570,OZ238752,VMEFC362-25
FC-22-169-01,169,5,Axinellidae,Porifera,Demospongiae,Axinellida,Axinellidae,NA,NA,45118,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-169-02,169,5,Actiniaria,Cnidaria,Hexacorallia,Actiniaria,NA,NA,NA,6103,LTR,LTR,LTR,Bolocera tuediae ,100,Urticina felina,100,NA,NA,Bolocera tuediae,Cnidaria,Hexacorallia,Actiniaria,Actiniidae,Bolocera,Bolocera tuediae,1163374,BOLD:AAG1974,multiple,multiple,OZ240571,NA,VMEFC363-25
FC-22-169-03,169,5,Pteropoda,Mollusca,Gastropoda,Pteropoda,NA,NA,NA,977783,LTR,LTR,LTR,Clione limacina,"99,7",Clione limacina,"99,69",NA,NA,NA,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,Clione limacina,71516,BOLD:AAB2760,multiple,genetic,OZ240572,NA,VMEFC364-25
FC-22-169-04,169,5,Ophiura sarsii,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,Ophiura sarsii,861515,1,1,1,Ophiura sarsii,"99,02",Ophiura sarsii,100,Ophiura sarsii,"99,8",NA,Echinodermata,Ophiuroidea,Ophiurida,Ophiuridae,Ophiura,Ophiura sarsii,861515,BOLD:AAD8851,multiple,multiple,OZ240573,OZ238753,VMEFC365-25
FC-22-169-05,169,5,Forcepia sp.,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Forcepia,NA,1342706,LTR,LTR,LTR,Niphatidae sp.,"95,92",Haliclona fibulata,100,Demospongiae sp.,"94,04",Hemigellius arcofer,Porifera,Demospongiae,Haplosclerida,Niphatidae,Hemigellius,Hemigellius arcofer,3292806,BOLD:ADR1447,concordant,morphological,OZ240574,OZ238754,VMEFC366-25
FC-22-172-01,172,1,Histodermella kagigunensis,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Histodermella,Histodermella kagigunensis,3297255,0,0,0,Tethya norvegica ,"99,81",Tethya norvegica ,"99,81",Tethya citrina,"98,26",Tethya norvegica,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya norvegica,460388,BOLD:ACH7554,multiple,multiple,OZ240575,OZ238755,VMEFC367-25
FC-22-172-02,172,1,Polymastia sp.,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,NA,283513,LTR,LTR,LTR,Polymastia uberrima,100,Polymastia uberrima,100,NA,NA,Polymastia uberrima,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia uberrima,1391049,BOLD:ACQ3835,multiple,multiple,OZ240576,NA,VMEFC368-25
FC-22-173-01,173,1,Polymastia sp.,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,NA,283513,LTR,LTR,LTR,Polymastia uberrima,100,Polymastia uberrima,100,NA,NA,Polymastia uberrima,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia uberrima,1391049,BOLD:ACQ3835,multiple,multiple,OZ240577,NA,VMEFC369-25
FC-22-174-01,174,4,Laetmonice sp.,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,NA,73377,LTR,LTR,LTR,Laetmonice filicornis,"95,76",Laetmonice filicornis,100,Laetmonice filicornis,"97,73",NA,Annelida,Polychaeta,Phyllodocida,Aphroditidae,Laetmonice,Laetmonice filicornis,1210409,BOLD:AFH3827,multiple,multiple,OZ240578,OZ238756,VMEFC370-25
FC-22-174-02,174,4,Porifera,Porifera,NA,NA,NA,NA,NA,6040,LTR,LTR,LTR,NA,NA,NA,NA,Latrunculia apicalis,"92,27",Iophon piceum,Porifera,Demospongiae,Poecilosclerida,Acarnidae,Iophon,Iophon piceum,3293346,NA,no_bin,morphological,NA,OZ238757,VMEFC371-25
FC-22-174-03,174,4,Benthopectinidae,Echinodermata,Asteroidea,Paxillosida,Benthopectinidae,NA,NA,360087,LTR,LTR,LTR,Pontaster tenuispinus,"99,85",Pontaster tenuispinus,"99,85",Cheiraster (Luidiaster) antarcticus,"93,79",NA,Echinodermata,Asteroidea,Paxillosida,Benthopectinidae,Pontaster,Pontaster tenuispinus,1037279,BOLD:AAF0422,multiple,genetic,OZ240579,OZ238758,VMEFC372-25
FC-22-174-04,174,4,Leptychaster arcticus,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,Leptychaster arcticus,3048001,0,1,0,Paxillosida sp.,"98,75",Leptychaster arcticus,"99,52",Leptychaster propinquus,95,NA,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,Leptychaster arcticus,3048001,BOLD:AAO2536,multiple,morphological,OZ240580,OZ238759,VMEFC373-25
FC-22-174-05,174,4,Ceramaster granularis,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,0,0,0,Ceramaster cf. arcticus,"97,19",Ceramaster granularis,100,Ceramaster patagonicus,100,NA,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,BOLD:ACT3080,concordant,morphological,OZ240581,OZ238760,VMEFC374-25
FC-22-175-01,175,1,Ophiopholis aculeata,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,Ophiopholis aculeata,35052,1,1,1,Ophiopholis aculeata,100,Ophiopholis aculeata,100,NA,NA,NA,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,Ophiopholis aculeata,35052,BOLD:AAA9003,multiple,multiple,OZ240582,NA,VMEFC375-25
FC-22-175-02,175,1,Suberites ficus,Porifera,Demospongiae,Suberitida,Suberitidae,Suberites,Suberites ficus,86007,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-175-03,175,1,Porifera,Porifera,NA,NA,NA,NA,NA,6040,LTR,LTR,LTR,Dendroceratida sp.,"80,37",No match,NA,NA,NA,Iophon koltuni,Porifera,Demospongiae,Poecilosclerida,Acarnidae,Iophon,Iophon koltuni,2497814,NA,no_bin,morphological,OZ240583,NA,VMEFC376-25
FC-22-175-04,175,1,Histodermella sp.,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Histodermella,NA,3296950,LTR,LTR,LTR,Tethya norvegica ,"99,85",Tethya norvegica ,"99,85",Tethya citrina,"98,26",NA,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya norvegica,460388,NA,multiple,multiple,OZ240584,OZ238761,VMEFC377-25
FC-22-175-05,175,1,Polymastia sp.,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,NA,283513,LTR,LTR,LTR,Polimastia uberrima,100,Polymastia uberrima,100,NA,NA,Polymastia uberrima,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia uberrima,1391049,BOLD:ACQ3835,multiple,multiple,OZ240585,NA,VMEFC378-25
FC-22-175-06,175,1,Aplousobranchia,Chordata,Ascidiacea,Aplousobranchia,NA,NA,NA,32436,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-175-07,175,1,Histodermella sp.,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Histodermella,NA,3296950,LTR,LTR,LTR,Tethya norvegica ,"99,84",Tethya norvegica ,"99,83",Tethya citrina,"98,17",Tethya norvegica,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya norvegica,460388,BOLD:ACH7554,multiple,multiple,OZ240586,OZ238762,VMEFC379-25
FC-22-175-08,175,1,Aplousobranchia,Chordata,Ascidiacea,Aplousobranchia,NA,NA,NA,32436,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-179-01,179,16,Chaetognatha,Chaetognatha,NA,NA,NA,NA,NA,10229,LTR,LTR,LTR,Pseudosagitta maxima,"99,68",Pseudosagitta maxima,100,NA,NA,NA,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Pseudosagitta,Pseudosagitta maxima,1686019,BOLD:AAO1780,multiple,genetic,OZ240587,NA,VMEFC380-25
FC-22-179-02,179,16,Boreomysis sp.,Arthropoda,Malacostraca,Mysida,Mysidae,Boreomysis,NA,401121,LTR,LTR,LTR,Galathea aegyptiaca,"85,4",No match,NA,NA,NA,Boreomysis tridens,Arthropoda,Malacostraca,Mysida,Mysidae,Boreomysis,Boreomysis (Boreomysis) tridens,419505,BOLD:AHJ5773,concordant,morphological,OZ240588,NA,VMEFC381-25
FC-22-179-03,179,16,Boreomysis sp.,Arthropoda,Malacostraca,Mysida,Mysidae,Boreomysis,NA,401121,LTR,LTR,LTR,Galathea aegyptiaca,"85,25",No match,NA,NA,NA,Boreomysis tridens,Arthropoda,Malacostraca,Mysida,Mysidae,Boreomysis,Boreomysis (Boreomysis) tridens,419505,BOLD:AHJ5773,concordant,morphological,OZ240589,NA,VMEFC382-25
FC-22-179-04,179,16,Gennadas sp.,Arthropoda,Malacostraca,Decapoda,Benthescymidae,Gennadas,NA,290328,LTR,LTR,LTR,Amalopenaeus elegans,"99,85",No match,NA,Amalopenaeus elegans,100,NA,Arthropoda,Malacostraca,Decapoda,Benthesicymidae,Amalopenaeus,Amalopenaeus elegans,2293773,BOLD:AFH1138,concordant,genetic,OZ240590,OZ238763,VMEFC383-25
FC-22-179-05,179,16,Eucopia australis,Arthropoda,Malacostraca,Lophogastrida,Eucopiidae,Eucopia,Eucopia australis,2527839,1,1,0,Eucopia unguiculata,"90,62",No match,NA,Eucopia grimaldii,"89,51",Eucopia australis,Arthropoda,Malacostraca,Lophogastrida,Eucopiidae,Eucopia,Eucopia australis,2527839,BOLD:AHJ2606,concordant,morphological,OZ240591,OZ238764,VMEFC384-25
FC-22-179-06,179,16,Themisto sp.,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,NA,133715,LTR,LTR,LTR,Themisto sp.,"99,84",Themisto libellula,100,NA,NA,Themisto compressa,Arthropoda,Malacostraca,Amphipoda,Hyperiidae,Themisto,Themisto compressa,371516,BOLD:AAG2099,multiple,multiple,OZ240592,NA,VMEFC385-25
FC-22-183-01,183,16,Acanella arbuscula,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Acanella,Acanella arbuscula,44213,1,1,1,Keratoisididae sp.,100,Acanella arbuscula,100,Acanella sp.,"99,85",NA,Cnidaria,Octocorallia,Scleralcyonacea,Keratoisididae,Acanella,Acanella arbuscula,44213,BOLD:AGX9791,concordant,multiple,OZ240593,OZ238765,VMEFC386-25
